invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-55683600033,2023-02-08,4993,SITE FOOD MART,"1301, MAIN ST",KEOKUK,52632,POINT(-91.39005 40.40225),,LEE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-25207800004,2020-02-13,4509,AJ'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010.0,POINT(-93.650838 42.021461),85,STORY,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-23719800018,2019-12-06,4369,KUM & GO #28 / NORWALK,2992 SUNSET DR,NORWALK,50211.0,POINT(-93.674051 41.494857),91,WARREN,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-62018600008,2023-09-08,6116,TOBACCO OUTLET PLUS #561 / CEDAR FALLS,4116 UNIVERSITY AVE  STE 104-105,CEDAR FALLS,50613.0,POINT(-92.407040984 42.506231988),,BLACK HAWK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-29011600017,2020-07-27,5339,PRIME STAR,395 WESTERN AVENUE,MARENGO,52301.0,POINT(-92.074374 41.792953),48,IOWA,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-68426200005,2024-03-20,4743,FAMILY FARE #791,1801 VALLEY VIEW DR,COUNCIL BLUFFS,51503.0,POINT(-95.817503024 41.244001985),,POTTAWATTAMIE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-22066300037,2019-09-23,4158,FAREWAY STORES #409 / CARROLL,709 MONTEREY DR,CARROLL,51401.0,POINT(-94.850616 42.065252),14,CARROLL,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-29620100012,2020-08-20,2588,HY-VEE FOOD AND DRUG #6 / CEDAR RAPIDS,4035 MT VERNON RD SE,CEDAR RAPIDS,52403.0,POINT(-91.60978 41.976835),57,LINN,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-34476100018,2021-02-19,5632,ONE STOP SHOP,700 W ELM AVE,POCAHONTAS,50574.0,POINT(-94.679177 42.732603),76,POCAHONTAS,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-27954100028,2020-06-12,2591,HY-VEE WINE AND SPIRITS / ATLANTIC,1602 E 7TH ST,ATLANTIC,50022.0,POINT(-94.990031 41.403856),15,CASS,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-65245400033,2023-12-13,2191,KEOKUK SPIRITS,1013 MAIN,KEOKUK,52632.0,POINT(-91.387520009 40.400196002),,LEE,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-34405200021,2021-02-18,3695,MRS. B'S LIQUOR,623 S MARION ST,REMSEN,51050.0,POINT(-95.977022 42.808951),75,PLYMOUTH,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-63923300017,2023-11-03,6191,HY-VEE FAST AND FRESH #2 / WAUKEE,155 W. HICKMAN RD.,WAUKEE,50263.0,POINT(-93.876385186 41.61506835),,DALLAS,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-65092900022,2023-12-10,6108,DOUBLE D LIQUOR STORE / WAUKON,618 ROSSVILLE RD,WAUKON,52172.0,POINT(-91.473249025 43.262127984),,ALLAMAKEE,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-28097400013,2020-06-18,4674,KUM & GO #227 / AMES,2108 ISAAC NEWTON DR,AMES,50010.0,POINT(-93.585891 42.009586),85,STORY,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-24076400018,2019-12-20,3461,HOMETOWN FOODS / STUART,607 S DIVISION ST,STUART,50250.0,POINT(-94.318439 41.497693),39,GUTHRIE,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-59970500015,2023-07-03,4967,JEFF'S MARKET / BLUE GRASS,"102, W MAYNE ST",BLUE GRASS,52726.0,POINT(-90.766215963 41.509420984),,SCOTT,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-33320300059,2021-01-08,5915,THE HUT / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501.0,POINT(-95.873073 41.261866),78,POTTAWATTAMIE,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-61560000016,2023-08-24,5314,TOBACCO HUT & LIQUOR,3134 MANAWA CENTER DR. # 9,COUNCIL BLUFFS,51501.0,POINT(-95.848022958 41.228713981),,POTTAWATTAMIE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-23545200021,2019-11-27,4069,FAREWAY STORES #648 / OTTUMWA,1325 ALBIA RD,OTTUMWA,52501.0,POINT(-92.440213 41.00934),90,WAPELLO,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-50896200039,2022-09-02,4450,KUM & GO #157 / URBANDALE,4585 156TH ST,URBANDALE,50323,POINT(-93.833463 41.6432),,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-54075800026,2022-12-16,2506,HY-VEE #1044 / BURLINGTON,3140 AGENCY,BURLINGTON,52601,POINT(-91.13664 40.81467),,DES MOINES,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-39745100019,2021-09-01,2596,HY-VEE OTTUMWA#2,2453 NORTH COURT,OTTUMWA,52501.0,,90,WAPELLO,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,13.59,0.05,0.01
INV-22158600036,2019-09-26,4368,KUM & GO #570 / JOHNSTON,5800 NORTHGLEN DR,JOHNSTON,50131.0,POINT(-93.698308 41.682764),77,POLK,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-24066700033,2019-12-20,4291,FAREWAY STORES #597 / CRESTON,105 E ADAMS ST,CRESTON,50801.0,POINT(-94.237509 40.715722),88,UNION,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-39566600016,2021-08-26,5685,FAREWAY STORES #190 / CEDAR FALLS,4500 S MAIN ST,CEDAR FALLS,50613.0,POINT(-92.445875 42.497359),7,BLACK HAWK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-47813100039,2022-05-26,5107,KUM & GO #4098 / WINDSOR HEIGHTS,7229 UNIVERSITY AVE,WINDSOR HEIGHTS,50311.0,,77,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-22206200038,2019-09-30,3650,"SPIRITS, STOGIES AND STUFF",118 SOUTH MAIN ST.,HOLSTEIN,51025.0,POINT(-95.544794 42.488704),47,IDA,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-44877600002,2022-02-18,4361,QUIK TRIP #538 / NW 2ND / DSM,4575 NW 2ND,DES MOINES,50313.0,POINT(-93.619906 41.643664),77,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-62559700005,2023-09-22,5434,"MK MINIMART, INC",101 E MT. PLEASANT STREET,WEST BURLINGTON,52655.0,POINT(-91.156245028 40.825714004),,DES MOINES,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-39342200106,2021-08-18,5068,TOBACCO SHOP / ARNOLDS PARK,612 S HIGHWAY 71,ARNOLDS PARK,51331.0,POINT(-95.140274 43.361577),30,DICKINSON,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-72892800014,2024-08-05,2465,SID'S BEVERAGE SHOP,2727 DODGE ST,DUBUQUE,52003.0,POINT(-90.70505003 42.492316017),,DUBUQUE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-60004400009,2023-07-05,4268,FAREWAY STORES #531 / ALGONA,1905 HIGHWAY 18 E,ALGONA,50511.0,POINT(-94.213685027 43.083829984),,KOSSUTH,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-36239600006,2021-04-30,4868,KUM & GO #59 / WAUKEE,400 PRAIRIE BLUFF DR,WAUKEE,50263.0,POINT(-93.880018 41.565606),25,DALLAS,1011400.0,TENNESSEE WHISKIES,85.0,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-65502000006,2023-12-20,5920,KUM & GO #0131 / HUXLEY,1706 HWY 210,HUXLEY,50046.0,POINT(-93.564825006 41.877817393),,STORY,1011400,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-47412300010,2022-05-13,4377,QUIK TRIP #562 / NE 14TH / DSM,4801 NE 14TH ST,DES MOINES,50313.0,POINT(-93.600272 41.648154),77,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-50536400044,2022-08-22,2662,HY-VEE WINE & SPIRITS / MUSCATINE,"522 MULBERRY, SUITE A",MUSCATINE,52761,POINT(-91.044374 41.426619),,MUSCATINE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-30758600150,2020-10-05,2552,HY-VEE FOOD STORE #3 / CEDAR RAPIDS,20 WILSON AVENUE WEST,CEDAR RAPIDS,52404.0,POINT(-91.658577 41.955859),57,LINN,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,9.06,13.59,1,13.59,0.05,0.01
INV-50864100002,2022-09-01,5684,FIVE CORNERS LIQUOR & WINE,809 E 18TH ST,CEDAR FALLS,50613,POINT(-92.436845 42.5214),,BLACK HAWK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-63822000010,2023-10-31,4185,FAREWAY STORES #737 / GRINNELL,727 WEST STREET,GRINNELL,50112.0,POINT(-92.728442965 41.741385),,POWESHIEK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-47266400037,2022-05-09,3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR OUTLET,1606 CAMANCHE AVE,CLINTON,52732.0,POINT(-90.204131 41.828265),23,CLINTON,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-47733900009,2022-05-24,4837,KUM & GO #51 / IOWA CITY,323 E BURLINGTON ST,IOWA CITY,52240.0,POINT(-91.530633 41.657837),52,JOHNSON,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-50549500009,2022-08-22,2721,HY-VEE C-STORE #3 / DUBUQUE,300 S LOCUST,DUBUQUE,52003,POINT(-90.663831 42.486757),,DUBUQUE,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-54459300011,2022-12-29,4397,QUIK TRIP #514 / ANKENY,802 E 1ST ST,ANKENY,50021,POINT(-93.5863 41.73188),,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-43791000011,2022-01-14,5507,QUIK TRIP #559 / FLEUR,4021 FLEUR DR,DES MOINES,50321.0,POINT(-93.644898 41.54811),77,POLK,1011400.0,TENNESSEE WHISKIES,85,BROWN FORMAN CORP.,26821,JACK DANIELS OLD #7 BLACK LABEL MINI,12,50,11.5,17.25,1,17.25,0.05,0.01
INV-21698000027,2019-09-05,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266.0,POINT(-93.808855 41.598515),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27390,JIM BEAM MAPLE MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-31254800054,2020-10-21,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010.0,,85,STORY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-21461300143,2019-08-26,2527,HY-VEE FOOD STORE #5 / DES MOINES,1107 SE ARMY POST RD,DES MOINES,50315.0,POINT(-93.602372 41.526289),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-20442800064,2019-07-05,5236,"GIGGLE JUICE LIQUOR STATION, LLC",600 W MAIN ST,ANAMOSA,52205,POINT(-91.290834 42.108203),53,JONES,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-21290600018,2019-08-16,2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,505 BOYSON RD NE,CEDAR RAPIDS,52402.0,POINT(-91.63913 42.04671),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-54987200008,2023-01-16,4967,JEFF'S MARKET / BLUE GRASS,"102, W MAYNE ST",BLUE GRASS,52726,POINT(-90.7661 41.50912),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-67765900002,2024-02-28,6248,QUICK STOP / CEDAR RAPIDS,380 BLAIRS FERRY ROAD NORTHEAST,CEDAR RAPIDS,52402.0,POINT(-91.638081331 42.035230218),,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-32278300031,2020-11-27,2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,505 BOYSON RD NE,CEDAR RAPIDS,52402.0,POINT(-91.63913 42.04671),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-30622200010,2020-09-29,4560,CASEY'S GENERAL STORE #2914 / HARLAN,"1006, CHATBURN AVE",HARLAN,51537.0,POINT(-95.322969 41.645404),83,SHELBY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-52420400029,2022-10-25,5592,HUBERS STORE,101 MAIN STREET,FORT ATKINSON,52144,POINT(-91.932448 43.14339),,WINNESHIEK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-23652700015,2019-12-03,4194,FAREWAY STORES #848 / NEWTON,120 N 3RD AVE E,NEWTON,50208.0,POINT(-93.052657 41.701453),50,JASPER,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-57868200008,2023-04-25,5731,HOMETOWN FOODS,1010 EAST MITCHELL AVENUE,WATERLOO,50702.0,POINT(-92.3427920189999 42.4762549910001),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-26232200061,2020-03-31,3928,SMOKIN' JOE'S #12 TOBACCO AND LIQUOR OUTLET,465 HWY 965 UNIT G,NORTH LIBERTY,52317.0,POINT(-91.60759 41.739524),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-61995400020,2023-09-07,2625,HY-VEE WINE & SPIRITS #2 / DAVENPORT,3301 W KIMBERLY RD,DAVENPORT,52804.0,POINT(-90.62426399 41.557819979),,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-53698700006,2022-12-06,5710,CASEY'S #3763 -WAVERLY,1032 4TH STREET SW,WAVERLY,50677,POINT(-92.47551 42.71557),,BREMER,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-36861100058,2021-05-22,4785,CASEY'S GENERAL STORE #2835 / AVOCA,1019 N CHESTNUT ST,AVOCA,51521.0,POINT(-95.336353 41.485575),78,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-32720800027,2020-12-15,5731,HOMETOWN FOODS,1010 EAST MITCHELL AVENUE,WATERLOO,50702.0,POINT(-92.343118 42.476639),7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-63486900018,2023-10-20,6140,ROYAL FOOD & LIQUOR / DES MOINES,1443 2ND AVE,DES MOINES,50314.0,POINT(-93.619301977 41.60509802),,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-25412000012,2020-02-24,5341,JJ'S ON JOHNSON,235 EDGEWOOD RD NW,CEDAR RAPIDS,52405.0,POINT(-91.715929 41.974231),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-64061300003,2023-11-08,4902,BROADWAY LIQUOR,821 BROADWAY ST,WATERLOO,50703.0,POINT(-92.345596017 42.513713004),,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-25442000003,2020-02-25,4589,DYNO'S #53 / SIBLEY,1026 2ND AVE,SIBLEY,51249.0,POINT(-95.752119 43.397431),72,OSCEOLA,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-30717100022,2020-10-02,2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,505 BOYSON RD NE,CEDAR RAPIDS,52402.0,POINT(-91.63913 42.04671),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-34530400110,2021-02-23,5423,STAMMER LIQUOR CORP,615 2ND AVE,SHELDON,51201.0,POINT(-95.854899 43.184242),71,O'BRIEN,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-67071000022,2024-02-08,2602,HY-VEE FOOD STORE / WEBSTER CITY,823  2ND ST,WEBSTER CITY,50595.0,POINT(-93.825534011 42.47074498),,HAMILTON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,7.0,10.5,1,10.5,0.05,0.01
INV-26347300060,2020-04-07,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,2510 SW STATE ST,ANKENY,50023.0,POINT(-93.621824 41.705188),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-30926700016,2020-10-12,5873,WEST D LIQUORS,5014 EP TRUE PKWY,WEST DES MOINES,50265.0,POINT(-93.772974 41.572144),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-39561400055,2021-08-26,2573,HY-VEE FOOD STORE / MUSCATINE,2400 2ND AVE,MUSCATINE,52761.0,POINT(-91.035138 41.451349),70,MUSCATINE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,50,5.4,8.1,1,8.1,0.05,0.01
INV-37327200063,2021-06-08,6142,SUPER MART / OELWEIN,701 S FREDERICK AVE,OELWEIN,50662.0,POINT(-91.913481 42.669128),33,FAYETTE,1011100.0,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,27428,BIRD DOG PEACH MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-21080900073,2019-08-06,4819,SUPER STOP 2 / ALTOONA,2635 ADVENTURELAND DR,ALTOONA,50009.0,POINT(-93.494642 41.65854),77,POLK,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27428,BIRD DOG PEACH MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-38105300003,2021-07-06,4904,LARCHWOOD QUICK STOP,832 BROADWAY ST,LARCHWOOD,51241.0,POINT(-96.43415 43.45255),60,LYON,1011100.0,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,27428,BIRD DOG PEACH MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-36232400011,2021-04-29,5664,CASEY'S GENERAL STORE #45 / DES MOINES,2890 E BROADWAY AVE,DES MOINES,50317.0,,77,POLK,1011100.0,BLENDED WHISKIES,492.0,WESTERN SPIRITS BEVERAGE,27428,BIRD DOG PEACH MINI,5,50,5.8,8.7,1,8.7,0.05,0.01
INV-21717300002,2019-09-05,4234,FAREWAY STORES #788 / SPENCER,104 E EIGHTH ST,SPENCER,51301.0,POINT(-95.143388 43.145797),21,CLAY,1081600.0,WHISKEY LIQUEUR,259.0,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,50,4.25,6.38,1,6.38,0.05,0.01
INV-23919800003,2019-12-13,5529,BIG 10 MART,2100 JFK RD,DUBUQUE,52001.0,,31,DUBUQUE,1081600.0,WHISKEY LIQUEUR,259.0,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,50,4.25,6.38,1,6.38,0.05,0.01
INV-48841100090,2022-06-30,6176,MINI-MART / CEDAR FALLS,1420 WEST 1ST STREET,CEDAR FALLS,50613,POINT(-92.462826 42.537839),7,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,8,50,6.38,9.57,1,9.57,0.05,0.01
